,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
12,Part_1,c_selecao_v1_wav/C_17A.wav,3.5619459000008646,0.843854899998405,0.923699699997087,s,5.012680599989835,C_17,foco,C
14,Part_1,c_selecao_v1_wav/C_79A.wav,0.7223903999984032,1.1428843999892706,1.149737500003539,n,3.402494999987539,C_79,foco,S_CE
21,Part_1,c_selecao_v1_wav/C_118A.wav,1.0259742000052938,0.4577981000038562,0.4691994999884628,n,0.828542400005972,C_118,foco,A_EC
23,Part_1,c_selecao_v1_wav/C_59A.wav,0.5580696999968495,0.4955687000037869,0.4386857000063173,s,3.592213100011577,C_59,foco,C
29,Part_1,c_selecao_v1_wav/C_107A.wav,1.0597109999944223,0.6984789999987697,0.5686662000080105,s,1.830431199996383,C_107,foco,C
31,Part_1,c_selecao_v1_wav/C_32A.wav,0.3406973000091966,0.8529560999886598,0.724167899999884,s,0.8334538000053726,C_32,foco,S_EC
33,Part_1,c_selecao_v1_wav/C_54A.wav,0.9883236999885412,0.622186699998565,0.7410783000086667,n,0.6609144999965793,C_54,foco,E
43,Part_1,c_selecao_v1_wav/C_27A.wav,0.8839878999860957,0.917138699995121,1.1016661999892676,n,1.8272881000011691,C_27,foco,A_CE
44,Part_1,c_selecao_v1_wav/C_43A.wav,0.8956472999998368,1.0117605999985244,0.419884799994179,n,0.7948220999969635,C_43,foco,S_CE
45,Part_1,c_selecao_v1_wav/C_1A.wav,1.4694159999926342,0.7053420000011101,0.8966762999916682,n,0.677882200005115,C_1,foco,S_CE
46,Part_1,c_selecao_v1_wav/C_74A.wav,1.020716499988339,0.7928952999936882,0.924690300002112,s,2.319232099995133,C_74,foco,S_EC
48,Part_1,c_selecao_v1_wav/C_96A.wav,0.7078455000009853,0.3617006999993464,0.5981133000022965,n,1.5803976000024704,C_96,foco,E
52,Part_1,c_selecao_v1_wav/C_140A.wav,0.7716849999997066,0.6780763999995543,0.3916327000042656,s,0.5486404999974184,C_140,foco,S_EC
4,Part_2,c_selecao_v3_wav/C_13A.wav,0.34467,0.772125,5.2963,s,1.750615,C_13,foco,S_CE
6,Part_2,c_selecao_v3_wav/C_81A.wav,0.82617,0.465535,0.424145,n,0.21422,C_81,foco,A_CE
13,Part_2,c_selecao_v3_wav/C_120A.wav,0.509795,0.623605,1.00989,s,1.48056,C_120,foco,E
15,Part_2,c_selecao_v3_wav/C_55A.wav,1.083785,3.17692,0.625455,s,1.17368,C_55,foco,S_CE
21,Part_2,c_selecao_v3_wav/C_103A.wav,0.86564,0.67567,4.061355,s,4.517495,C_103,foco,S_CE
23,Part_2,c_selecao_v3_wav/C_34A.wav,2.14635,1.44163,1.27201,s,0.71064,C_34,foco,A_EC
25,Part_2,c_selecao_v3_wav/C_50A.wav,0.77172,0.874415,2.23312,s,0.45914,C_50,foco,S_EC
35,Part_2,c_selecao_v3_wav/C_29A.wav,5.291595,2.131345,1.37436,s,5.546945,C_29,foco,C
36,Part_2,c_selecao_v3_wav/C_45A.wav,4.580775,2.07669,0.04019,s,0.73057,C_45,foco,A_CE
37,Part_2,c_selecao_v3_wav/C_3A.wav,0.37067,0.59739,0.411325,s,0.18868,C_3,foco,A_CE
38,Part_2,c_selecao_v3_wav/C_76A.wav,0.521135,0.46246,1.997615,s,0.489685,C_76,foco,A_EC
40,Part_2,c_selecao_v3_wav/C_92A.wav,3.40294,4.999965,2.703135,s,2.94924,C_92,foco,S_EC
44,Part_2,c_selecao_v3_wav/C_142A.wav,2.342235,1.978845,19.12731,s,0.663135,C_142,foco,A_EC
4,Part_3,c_selecao_v1_wav/C_17A.wav,0.852675,0.81029,0.78499,s,1.23596,C_17,foco,C
6,Part_3,c_selecao_v1_wav/C_79A.wav,0.869425,1.18972,2.11429,n,0.994065,C_79,foco,S_CE
13,Part_3,c_selecao_v1_wav/C_118A.wav,1.23237,0.869985,1.653845,n,0.70456,C_118,foco,A_EC
15,Part_3,c_selecao_v1_wav/C_59A.wav,0.685465,0.410525,0.521705,s,2.3565,C_59,foco,C
21,Part_3,c_selecao_v1_wav/C_107A.wav,1.072085,1.267295,0.16951,s,1.399685,C_107,foco,C
23,Part_3,c_selecao_v1_wav/C_32A.wav,0.12301,0.686135,0.48769,s,3.03301,C_32,foco,S_EC
25,Part_3,c_selecao_v1_wav/C_54A.wav,0.51862,0.48487,0.545725,s,1.70425,C_54,foco,E
35,Part_3,c_selecao_v1_wav/C_27A.wav,1.45235,0.683135,0.157455,n,0.41617,C_27,foco,A_CE
36,Part_3,c_selecao_v1_wav/C_43A.wav,0.68646,0.841445,0.354085,s,0.950035,C_43,foco,S_CE
37,Part_3,c_selecao_v1_wav/C_1A.wav,0.314935,0.31932,1.00639,n,0.427425,C_1,foco,S_CE
38,Part_3,c_selecao_v1_wav/C_74A.wav,0.470925,1.08315,0.600225,s,0.486565,C_74,foco,S_EC
40,Part_3,c_selecao_v1_wav/C_96A.wav,0.67023,1.017335,0.19015,s,1.573405,C_96,foco,E
44,Part_3,c_selecao_v1_wav/C_140A.wav,0.28692,0.23365,0.63679,s,0.53906,C_140,foco,S_EC
4,Part_4,c_selecao_v3_wav/C_13A.wav,2.50987,3.23696,2.612705,s,8.266075,C_13,foco,S_CE
6,Part_4,c_selecao_v3_wav/C_81A.wav,1.891975,1.73226,3.5114,n,1.66003,C_81,foco,A_CE
13,Part_4,c_selecao_v3_wav/C_120A.wav,2.14306,2.743705,3.3708,n,5.716955,C_120,foco,E
15,Part_4,c_selecao_v3_wav/C_55A.wav,1.957735,1.3341,5.90457,s,21.37707,C_55,foco,S_CE
21,Part_4,c_selecao_v3_wav/C_103A.wav,1.15745,1.96916,3.25271,s,7.910225,C_103,foco,S_CE
23,Part_4,c_selecao_v3_wav/C_34A.wav,2.235225,2.850245,0.96852,n,5.337985,C_34,foco,A_EC
25,Part_4,c_selecao_v3_wav/C_50A.wav,2.2139,3.12237,1.93754,s,2.779405,C_50,foco,S_EC
35,Part_4,c_selecao_v3_wav/C_29A.wav,2.320865,1.53883,2.572965,n,1.276795,C_29,foco,C
36,Part_4,c_selecao_v3_wav/C_45A.wav,1.988875,2.03001,2.162105,n,2.684025,C_45,foco,A_CE
37,Part_4,c_selecao_v3_wav/C_3A.wav,1.174255,1.41894,1.60238,n,3.93845,C_3,foco,A_CE
38,Part_4,c_selecao_v3_wav/C_76A.wav,3.05378,0.71345,1.70618,n,1.845885,C_76,foco,A_EC
40,Part_4,c_selecao_v3_wav/C_92A.wav,2.777205,1.390715,1.921405,s,1.237135,C_92,foco,S_EC
44,Part_4,c_selecao_v3_wav/C_142A.wav,2.34184,1.187465,2.59454,n,2.70101,C_142,foco,A_EC
12,Part_5,c_selecao_v1_wav/C_17A.wav,2.0027577000146266,1.2211501999991017,1.690850099985255,s,4.719423900009133,C_17,foco,C
14,Part_5,c_selecao_v1_wav/C_79A.wav,1.4396639000042342,0.87205800000811,1.438808000006247,n,1.1531687999959104,C_79,foco,S_CE
21,Part_5,c_selecao_v1_wav/C_118A.wav,1.5851827999867965,0.8506140999961644,1.6765200000081677,s,3.461421199986944,C_118,foco,A_EC
23,Part_5,c_selecao_v1_wav/C_59A.wav,1.6539941999944858,2.657044199993834,2.5774343000084627,s,1.159529399999883,C_59,foco,C
29,Part_5,c_selecao_v1_wav/C_107A.wav,0.9133026999770664,1.82597460001125,1.3258996000222396,s,1.409560700005386,C_107,foco,C
31,Part_5,c_selecao_v1_wav/C_32A.wav,2.815133399999468,1.985053500015056,2.341223000024911,s,0.8468428000051063,C_32,foco,S_EC
33,Part_5,c_selecao_v1_wav/C_54A.wav,3.049665999977151,1.7311124000116251,1.4836333999992348,n,3.173492600006284,C_54,foco,E
43,Part_5,c_selecao_v1_wav/C_27A.wav,1.94200660000206,2.2353028999932576,1.904906200012192,n,0.8956169000011869,C_27,foco,A_CE
44,Part_5,c_selecao_v1_wav/C_43A.wav,1.7752063999942038,1.04382789999363,2.122097999992548,s,1.1233043000102043,C_43,foco,S_CE
45,Part_5,c_selecao_v1_wav/C_1A.wav,1.9243551999970805,1.098308199987514,2.208593999996083,n,1.9276018999808,C_1,foco,S_CE
46,Part_5,c_selecao_v1_wav/C_74A.wav,1.9585505000140984,1.4831758000073023,2.0589085999818053,s,0.9767419999989216,C_74,foco,S_EC
48,Part_5,c_selecao_v1_wav/C_96A.wav,2.46722019999288,1.4560969999874942,1.4939431000093464,n,1.6697560000175145,C_96,foco,E
52,Part_5,c_selecao_v1_wav/C_140A.wav,2.2573545000050217,0.8001797000179067,1.7883988999819849,s,1.2117924999911338,C_140,foco,S_EC
4,eqp_50020,c_selecao_v3_wav/C_13A.wav,1.105325,1.119145,0.935795,n,6.193415,C_13,foco,S_CE
6,eqp_50020,c_selecao_v3_wav/C_81A.wav,0.76894,2.12045,0.168465,n,1.17002,C_81,foco,A_CE
13,eqp_50020,c_selecao_v3_wav/C_120A.wav,0.768795,0.801675,0.451355,n,1.320875,C_120,foco,E
15,eqp_50020,c_selecao_v3_wav/C_55A.wav,0.61831,0.727605,0.59583,n,1.305495,C_55,foco,S_CE
21,eqp_50020,c_selecao_v3_wav/C_103A.wav,1.10217,0.935325,0.734965,n,0.51889,C_103,foco,S_CE
23,eqp_50020,c_selecao_v3_wav/C_34A.wav,0.90183,0.543685,0.418415,s,1.053105,C_34,foco,A_EC
25,eqp_50020,c_selecao_v3_wav/C_50A.wav,0.65214,0.901795,0.63519,s,2.337145,C_50,foco,S_EC
35,eqp_50020,c_selecao_v3_wav/C_29A.wav,1.04094,0.354715,0.4845,n,0.601635,C_29,foco,C
36,eqp_50020,c_selecao_v3_wav/C_45A.wav,0.388385,1.334805,0.53389,n,0.83571,C_45,foco,A_CE
37,eqp_50020,c_selecao_v3_wav/C_3A.wav,0.464375,1.38616,0.90249,n,0.85339,C_3,foco,A_CE
38,eqp_50020,c_selecao_v3_wav/C_76A.wav,0.70218,0.91872,0.841855,s,1.36235,C_76,foco,A_EC
40,eqp_50020,c_selecao_v3_wav/C_92A.wav,0.384585,0.402025,0.38485,s,1.20299,C_92,foco,S_EC
44,eqp_50020,c_selecao_v3_wav/C_142A.wav,0.48714,0.5189,0.20167,n,2.590175,C_142,foco,A_EC
4,Part_7,c_selecao_v1_wav/C_17A.wav,0.704235,0.618745,0.21436,s,0.723685,C_17,foco,C
6,Part_7,c_selecao_v1_wav/C_79A.wav,0.85368,1.01247,2.662635,n,0.731375,C_79,foco,S_CE
13,Part_7,c_selecao_v1_wav/C_118A.wav,1.224225,1.105215,2.66606,s,0.5608,C_118,foco,A_EC
15,Part_7,c_selecao_v1_wav/C_59A.wav,1.462415,0.21559,0.59101,s,3.296195,C_59,foco,C
21,Part_7,c_selecao_v1_wav/C_107A.wav,0.83626,0.50222,0.673135,s,0.719885,C_107,foco,C
23,Part_7,c_selecao_v1_wav/C_32A.wav,724,1.038805,0.8129,s,0.94029,C_32,foco,S_EC
25,Part_7,c_selecao_v1_wav/C_54A.wav,0.700035,0.306415,1.8043,n,1.25578,C_54,foco,E
35,Part_7,c_selecao_v1_wav/C_27A.wav,1.09403,0.420155,3.14467,n,0.83995,C_27,foco,A_CE
36,Part_7,c_selecao_v1_wav/C_43A.wav,0.5695,0.24642,0.42013,n,0.555205,C_43,foco,S_CE
37,Part_7,c_selecao_v1_wav/C_1A.wav,1.583255,0.36021,3884,n,0.69408,C_1,foco,S_CE
38,Part_7,c_selecao_v1_wav/C_74A.wav,0.95671,0.439385,0.894555,s,0.92295,C_74,foco,S_EC
40,Part_7,c_selecao_v1_wav/C_96A.wav,1.96705,0.60428,0.40287,n,0.98622,C_96,foco,E
44,Part_7,c_selecao_v1_wav/C_140A.wav,0.40659,0.121625,0.135685,s,1.458545,C_140,foco,S_EC
4,igor_2411,c_selecao_v5_wav/C_15A.wav,1.232175,0.961795,3.70281,n,6.288105,C_15,foco,A_CE
6,igor_2411,c_selecao_v5_wav/C_83A.wav,0.678725,0.712535,0.659985,s,2.387615,C_83,foco,C
13,igor_2411,c_selecao_v5_wav/C_116A.wav,0.542205,0.83896,0.948125,s,1.323155,C_116,foco,S_EC
15,igor_2411,c_selecao_v5_wav/C_57A.wav,0.96187,1.1344,0.816725,n,1.826405,C_57,foco,A_CE
21,igor_2411,c_selecao_v5_wav/C_105A.wav,0.715115,0.686905,1.018695,s,18.931945,C_105,foco,A_CE
23,igor_2411,c_selecao_v5_wav/C_36A.wav,0.747905,0.700255,0.629805,n,0.50871,C_36,foco,E
25,igor_2411,c_selecao_v5_wav/C_52A.wav,1.702435,0.78094,1.484185,s,2.062565,C_52,foco,A_EC
35,igor_2411,c_selecao_v5_wav/C_25A.wav,0.857865,0.55848,0.538525,n,0.28479,C_25,foco,S_CE
36,igor_2411,c_selecao_v5_wav/C_47A.wav,0.82199,0.24493,0.438655,s,0.94444,C_47,foco,C
37,igor_2411,c_selecao_v5_wav/C_5A.wav,0.533795,1.10029,0.667085,s,0.89589,C_5,foco,C
38,igor_2411,c_selecao_v5_wav/C_78A.wav,0.592325,0.711405,0.819075,n,0.500235,C_78,foco,E
40,igor_2411,c_selecao_v5_wav/C_94A.wav,1.02276,0.72709,1.169925,s,2.14962,C_94,foco,A_EC
44,igor_2411,c_selecao_v5_wav/C_144A.wav,0.54209,0.961345,0.96738,n,0.959495,C_144,foco,E
4,Bruno_1011,c_selecao_v3_wav/C_13A.wav,1519,645,693,n,921,C_13,foco,S_CE
6,Bruno_1011,c_selecao_v3_wav/C_81A.wav,618,412,1006,n,1428,C_81,foco,A_CE
13,Bruno_1011,c_selecao_v3_wav/C_120A.wav,908,0.32,726,n,774,C_120,foco,E
15,Bruno_1011,c_selecao_v3_wav/C_55A.wav,3252,827,503,n,2195,C_55,foco,S_CE
21,Bruno_1011,c_selecao_v3_wav/C_103A.wav,335,94,102,s,317,C_103,foco,S_CE
23,Bruno_1011,c_selecao_v3_wav/C_34A.wav,259,985,744,n,889,C_34,foco,A_EC
25,Bruno_1011,c_selecao_v3_wav/C_50A.wav,334,926,535,s,675,C_50,foco,S_EC
35,Bruno_1011,c_selecao_v3_wav/C_29A.wav,1109,194,344,s,819,C_29,foco,C
36,Bruno_1011,c_selecao_v3_wav/C_45A.wav,147,625,373,n,958,C_45,foco,A_CE
37,Bruno_1011,c_selecao_v3_wav/C_3A.wav,303,735,285,n,318,C_3,foco,A_CE
38,Bruno_1011,c_selecao_v3_wav/C_76A.wav,576,178,177,n,2122,C_76,foco,A_EC
40,Bruno_1011,c_selecao_v3_wav/C_92A.wav,569,851,261,s,354,C_92,foco,S_EC
44,Bruno_1011,c_selecao_v3_wav/C_142A.wav,789,204,427,n,907,C_142,foco,A_EC
4,Marina_1611,c_selecao_v3_wav/C_13A.wav,1669,1707,501,n,2097,C_13,foco,S_CE
6,Marina_1611,c_selecao_v3_wav/C_81A.wav,1273,1219,1788,n,1506,C_81,foco,A_CE
13,Marina_1611,c_selecao_v3_wav/C_120A.wav,534,1918,1769,n,2951,C_120,foco,E
15,Marina_1611,c_selecao_v3_wav/C_55A.wav,521,668,1.12,s,3538,C_55,foco,S_CE
21,Marina_1611,c_selecao_v3_wav/C_103A.wav,689,854,1054,s,3854,C_103,foco,S_CE
23,Marina_1611,c_selecao_v3_wav/C_34A.wav,384,704,986,s,7637,C_34,foco,A_EC
25,Marina_1611,c_selecao_v3_wav/C_50A.wav,1485,473,638,s,0.54,C_50,foco,S_EC
35,Marina_1611,c_selecao_v3_wav/C_29A.wav,902,352,453,s,435,C_29,foco,C
36,Marina_1611,c_selecao_v3_wav/C_45A.wav,388,434,337,s,1322,C_45,foco,A_CE
37,Marina_1611,c_selecao_v3_wav/C_3A.wav,317,653,507,s,1487,C_3,foco,A_CE
38,Marina_1611,c_selecao_v3_wav/C_76A.wav,568,536,639,s,1135,C_76,foco,A_EC
40,Marina_1611,c_selecao_v3_wav/C_92A.wav,687,105,275,s,484,C_92,foco,S_EC
44,Marina_1611,c_selecao_v3_wav/C_142A.wav,334,552,454,n,425,C_142,foco,A_EC
4,Tiago_1110,c_selecao_v5_wav/C_15A.wav,1.00047,1.19937,1.604855,n,1.672575,C_15,foco,A_CE
6,Tiago_1110,c_selecao_v5_wav/C_83A.wav,0.670325,1.128025,1.332415,s,2.636655,C_83,foco,C
13,Tiago_1110,c_selecao_v5_wav/C_116A.wav,0.781245,2.01911,1.28953,n,4.51549,C_116,foco,S_EC
15,Tiago_1110,c_selecao_v5_wav/C_57A.wav,0.52072,1.30967,1.11999,n,1.824335,C_57,foco,A_CE
21,Tiago_1110,c_selecao_v5_wav/C_105A.wav,0.694585,1.15381,0.923935,n,0.63997,C_105,foco,A_CE
23,Tiago_1110,c_selecao_v5_wav/C_36A.wav,0.302855,0.720745,0.51476,n,7.822325,C_36,foco,E
25,Tiago_1110,c_selecao_v5_wav/C_52A.wav,0.670275,0.602805,1.00895,n,3.719135,C_52,foco,A_EC
35,Tiago_1110,c_selecao_v5_wav/C_25A.wav,1.55183,0.601405,0.593985,n,0.80688,C_25,foco,S_CE
36,Tiago_1110,c_selecao_v5_wav/C_47A.wav,1.738315,0.648335,1.040905,s,1.18526,C_47,foco,C
37,Tiago_1110,c_selecao_v5_wav/C_5A.wav,0.49709,0.92582,1.032415,s,0.80822,C_5,foco,C
38,Tiago_1110,c_selecao_v5_wav/C_78A.wav,0.6335,0.96975,1.044095,n,0.886035,C_78,foco,E
40,Tiago_1110,c_selecao_v5_wav/C_94A.wav,0.473205,1.14273,1.00237,s,2.63609,C_94,foco,A_EC
44,Tiago_1110,c_selecao_v5_wav/C_144A.wav,0.720785,0.943955,0.704065,n,1.777625,C_144,foco,E
4,Gabriel_0311,c_selecao_v1_wav/C_17A.wav,1.183895,1.05409,0.65547,s,1.296145,C_17,foco,C
6,Gabriel_0311,c_selecao_v1_wav/C_79A.wav,0.5718,0.74986,0.87719,n,0.794065,C_79,foco,S_CE
13,Gabriel_0311,c_selecao_v1_wav/C_118A.wav,3.45715,1.153485,1.316975,n,0.480495,C_118,foco,A_EC
15,Gabriel_0311,c_selecao_v1_wav/C_59A.wav,0.82465,0.66566,0.65883,s,0.80416,C_59,foco,C
21,Gabriel_0311,c_selecao_v1_wav/C_107A.wav,1.759575,1.07823,1.17223,s,0.50468,C_107,foco,C
23,Gabriel_0311,c_selecao_v1_wav/C_32A.wav,1.01865,0.803085,1.674275,n,1.084595,C_32,foco,S_EC
25,Gabriel_0311,c_selecao_v1_wav/C_54A.wav,1.34835,0.955815,0.79207,n,2.085205,C_54,foco,E
35,Gabriel_0311,c_selecao_v1_wav/C_27A.wav,0.843725,1.314415,0.615325,n,0.55667,C_27,foco,A_CE
36,Gabriel_0311,c_selecao_v1_wav/C_43A.wav,0.73425,0.574995,0.48668,n,0.545415,C_43,foco,S_CE
37,Gabriel_0311,c_selecao_v1_wav/C_1A.wav,0.65981,0.688085,0.844015,n,2.220075,C_1,foco,S_CE
38,Gabriel_0311,c_selecao_v1_wav/C_74A.wav,1.092595,0.874905,0.97217,n,0.631015,C_74,foco,S_EC
40,Gabriel_0311,c_selecao_v1_wav/C_96A.wav,1.87182,0.69769,0.55407,n,1.984055,C_96,foco,E
44,Gabriel_0311,c_selecao_v1_wav/C_140A.wav,1.335125,1.022285,0.498865,n,0.52249,C_140,foco,S_EC
4,Ian_0911,c_selecao_v2_wav/C_18A.wav,0.6165,0.72008,1.775985,n,1.07818,C_18,foco,E
6,Ian_0911,c_selecao_v2_wav/C_80A.wav,0.800635,1.627975,4.60468,s,0.803855,C_80,foco,S_EC
13,Ian_0911,c_selecao_v2_wav/C_119A.wav,0.554705,0.357125,0.390035,s,1.63958,C_119,foco,C
15,Ian_0911,c_selecao_v2_wav/C_60A.wav,0.35532,0.89937,0.6551,n,2.09172,C_60,foco,E
21,Ian_0911,c_selecao_v2_wav/C_108A.wav,1.106485,0.36951,2.66721,n,0.46846,C_108,foco,E
23,Ian_0911,c_selecao_v2_wav/C_33A.wav,0.3858,0.950325,1.00062,n,1.274455,C_33,foco,A_CE
25,Ian_0911,c_selecao_v2_wav/C_49A.wav,2.00904,0.32966,4.40749,s,1.33705,C_49,foco,S_CE
35,Ian_0911,c_selecao_v2_wav/C_28A.wav,0.619005,0.649015,0.985265,n,4.91823,C_28,foco,A_EC
36,Ian_0911,c_selecao_v2_wav/C_44A.wav,162.818535,0.95994,1.052555,s,0.848415,C_44,foco,S_EC
37,Ian_0911,c_selecao_v2_wav/C_2A.wav,0.256835,0.315325,0.622895,s,0.78615,C_2,foco,S_EC
38,Ian_0911,c_selecao_v2_wav/C_75A.wav,0.185445,0.202115,1.058215,n,1.043115,C_75,foco,A_CE
40,Ian_0911,c_selecao_v2_wav/C_91A.wav,9.45186,0.278915,0.617095,s,1.533415,C_91,foco,S_CE
44,Ian_0911,c_selecao_v2_wav/C_141A.wav,0.819435,1.056145,0.58556,n,2.719065,C_141,foco,A_CE
4,Gabriel_1911,c_selecao_v6_wav/C_16A.wav,0.274975,0.62053,0.05029,s,1.523035,C_16,foco,A_EC
6,Gabriel_1911,c_selecao_v6_wav/C_84A.wav,0.22872,0.342395,0.32787,n,1.24009,C_84,foco,E
13,Gabriel_1911,c_selecao_v6_wav/C_117A.wav,0.32477,1.00778,0.38615,n,0.37826,C_117,foco,A_CE
15,Gabriel_1911,c_selecao_v6_wav/C_58A.wav,0.387875,0.71121,0.266675,n,2.014255,C_58,foco,A_EC
21,Gabriel_1911,c_selecao_v6_wav/C_106A.wav,0.91231,0.67218,0.497845,s,0.322265,C_106,foco,A_EC
23,Gabriel_1911,c_selecao_v6_wav/C_31A.wav,0.136105,0.314125,0.189335,n,0.98971,C_31,foco,S_CE
25,Gabriel_1911,c_selecao_v6_wav/C_53A.wav,0.30988,0.105625,0.475195,s,0.44537,C_53,foco,C
35,Gabriel_1911,c_selecao_v6_wav/C_26A.wav,0.01166,0.408025,0.20334,s,0.102945,C_26,foco,S_EC
36,Gabriel_1911,c_selecao_v6_wav/C_48A.wav,0.08601,0.56573,0.39037,n,0.65902,C_48,foco,E
37,Gabriel_1911,c_selecao_v6_wav/C_6A.wav,0.00682,0.225465,0.540805,n,0.646895,C_6,foco,E
38,Gabriel_1911,c_selecao_v6_wav/C_73A.wav,0.15293,0.080235,0.12248,n,1.747125,C_73,foco,S_CE
40,Gabriel_1911,c_selecao_v6_wav/C_95A.wav,0.305775,0.33257,0.08915,s,0.31966,C_95,foco,C
44,Gabriel_1911,c_selecao_v6_wav/C_139A.wav,0.274935,0.433325,0.039945,s,0.23948,C_139,foco,S_CE
4,helena_10112020,c_selecao_v5_wav/C_15A.wav,1.22199,1.145765,1.18667,n,2.125525,C_15,foco,A_CE
6,helena_10112020,c_selecao_v5_wav/C_83A.wav,0.371065,1.213125,0.664685,s,1.00791,C_83,foco,C
13,helena_10112020,c_selecao_v5_wav/C_116A.wav,1.40928,1.89884,1.134815,s,2.054765,C_116,foco,S_EC
15,helena_10112020,c_selecao_v5_wav/C_57A.wav,0.47155,2.01218,0.15868,n,1.688025,C_57,foco,A_CE
21,helena_10112020,c_selecao_v5_wav/C_105A.wav,1.58478,1.307615,1.27237,n,0.858485,C_105,foco,A_CE
23,helena_10112020,c_selecao_v5_wav/C_36A.wav,1.487855,0.844535,0.88597,n,0.90894,C_36,foco,E
25,helena_10112020,c_selecao_v5_wav/C_52A.wav,0.3116,0.569395,5.130635,s,1.070645,C_52,foco,A_EC
35,helena_10112020,c_selecao_v5_wav/C_25A.wav,1.28473,0.70705,0.73476,n,1.470625,C_25,foco,S_CE
36,helena_10112020,c_selecao_v5_wav/C_47A.wav,1.455385,0.68481,0.36458,s,2.05068,C_47,foco,C
37,helena_10112020,c_selecao_v5_wav/C_5A.wav,1.12728,0.86911,1.69449,s,0.89282,C_5,foco,C
38,helena_10112020,c_selecao_v5_wav/C_78A.wav,1.978665,0.308235,0.45689,n,2.11879,C_78,foco,E
40,helena_10112020,c_selecao_v5_wav/C_94A.wav,0.619495,0.368395,1.10232,s,1.402415,C_94,foco,A_EC
44,helena_10112020,c_selecao_v5_wav/C_144A.wav,0.704445,0.45552,0.53997,n,0.96541,C_144,foco,E
4,Bento_0911,c_selecao_v2_wav/C_18A.wav,1.032475,0.799175,0.82642,n,1.193955,C_18,foco,E
6,Bento_0911,c_selecao_v2_wav/C_80A.wav,0.875775,0.68646,1.559135,n,1.77833,C_80,foco,S_EC
13,Bento_0911,c_selecao_v2_wav/C_119A.wav,1.394275,0.3795,0.730365,n,3.03649,C_119,foco,C
15,Bento_0911,c_selecao_v2_wav/C_60A.wav,1.25303,0.2569,0.38916,n,0.98519,C_60,foco,E
21,Bento_0911,c_selecao_v2_wav/C_108A.wav,0.72021,0.402675,0.36753,n,1.035195,C_108,foco,E
23,Bento_0911,c_selecao_v2_wav/C_33A.wav,0.488305,0.45513,0.448885,n,0.6226,C_33,foco,A_CE
25,Bento_0911,c_selecao_v2_wav/C_49A.wav,0.26579,0.42362,0.44426,n,0.84278,C_49,foco,S_CE
35,Bento_0911,c_selecao_v2_wav/C_28A.wav,0.662945,0.60761,1.746045,n,1.03645,C_28,foco,A_EC
36,Bento_0911,c_selecao_v2_wav/C_44A.wav,2.321855,0.4413,0.88633,n,0.73964,C_44,foco,S_EC
37,Bento_0911,c_selecao_v2_wav/C_2A.wav,0.4338,0.46872,0.511605,s,1.168145,C_2,foco,S_EC
38,Bento_0911,c_selecao_v2_wav/C_75A.wav,0.35506,0.44809,0.313205,n,0.4396,C_75,foco,A_CE
40,Bento_0911,c_selecao_v2_wav/C_91A.wav,0.23629,0.294295,1.5327,s,3.571175,C_91,foco,S_CE
44,Bento_0911,c_selecao_v2_wav/C_141A.wav,1.654425,0.4234,0.3679,n,0.992415,C_141,foco,A_CE
4,João_1111,c_selecao_v4_wav/C_14A.wav,1.029055,1.52653,0.628125,s,2.93477,C_14,foco,S_EC
6,João_1111,c_selecao_v4_wav/C_82A.wav,0.65861,0.62871,0.820425,s,9.048055,C_82,foco,A_EC
13,João_1111,c_selecao_v4_wav/C_115A.wav,0.824745,1.015575,0.680405,s,2.052865,C_115,foco,S_CE
15,João_1111,c_selecao_v4_wav/C_56A.wav,0.864975,1.3083,1.571345,s,1.661545,C_56,foco,S_EC
21,João_1111,c_selecao_v4_wav/C_104A.wav,0.72114,0.275255,0.674685,s,0.568335,C_104,foco,S_EC
23,João_1111,c_selecao_v4_wav/C_35A.wav,0.806855,0.502875,0.34304,s,0.44659,C_35,foco,C
25,João_1111,c_selecao_v4_wav/C_51A.wav,1.9452,0.215245,0.208955,s,2.829195,C_51,foco,A_CE
4,Thais_1911,c_selecao_v6_wav/C_16A.wav,4.76899,0.8585,0.81729,s,1.99736,C_16,foco,A_EC
6,Thais_1911,c_selecao_v6_wav/C_84A.wav,1.4099,0.667935,1.367865,n,1.834645,C_84,foco,E
13,Thais_1911,c_selecao_v6_wav/C_117A.wav,2.671065,1.950965,1.82666,n,1.05088,C_117,foco,A_CE
15,Thais_1911,c_selecao_v6_wav/C_58A.wav,0.55183,1.35112,0.62697,n,2.355345,C_58,foco,A_EC
21,Thais_1911,c_selecao_v6_wav/C_106A.wav,2.13272,1.07094,0.501625,n,16.356775,C_106,foco,A_EC
23,Thais_1911,c_selecao_v6_wav/C_31A.wav,0.526085,0.76015,0.68699,n,10.47868,C_31,foco,S_CE
25,Thais_1911,c_selecao_v6_wav/C_53A.wav,0.71741,0.4618,0.71876,s,2.556305,C_53,foco,C
35,Thais_1911,c_selecao_v6_wav/C_26A.wav,0.668075,0.48766,0.819435,n,2.584705,C_26,foco,S_EC
36,Thais_1911,c_selecao_v6_wav/C_48A.wav,4.452085,0.97593,0.434545,s,1.25586,C_48,foco,E
37,Thais_1911,c_selecao_v6_wav/C_6A.wav,0.567965,0.633995,0.418735,s,4.811965,C_6,foco,E
