,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
40,Rodrigo_0911,c_selecao_v3_wav/C_92A.wav,0.856175,1.038405,0.452595,s,1.353655,C_92,foco,S_EC
44,Rodrigo_0911,c_selecao_v3_wav/C_142A.wav,0.936685,0.51778,0.618565,s,1.03821,C_142,foco,A_EC
4,Lulu_1211,c_selecao_v5_wav/C_15A.wav,1.387455,2.200795,2.504355,n,4.73705,C_15,foco,A_CE
6,Lulu_1211,c_selecao_v5_wav/C_83A.wav,1.00236,0.852775,0.703485,s,1.056745,C_83,foco,C
13,Lulu_1211,c_selecao_v5_wav/C_116A.wav,0.868365,0.92579,2.367635,s,1.46746,C_116,foco,S_EC
15,Lulu_1211,c_selecao_v5_wav/C_57A.wav,0.94159,1.81872,1.1838,n,1.481735,C_57,foco,A_CE
21,Lulu_1211,c_selecao_v5_wav/C_105A.wav,0.786445,0.95845,1.683375,n,1.927665,C_105,foco,A_CE
23,Lulu_1211,c_selecao_v5_wav/C_36A.wav,0.91703,1.629265,1.207625,n,1.632915,C_36,foco,E
25,Lulu_1211,c_selecao_v5_wav/C_52A.wav,0.79321,1.100775,2.421575,s,2.070485,C_52,foco,A_EC
35,Lulu_1211,c_selecao_v5_wav/C_25A.wav,0.85362,1.519475,0.300525,n,1.01683,C_25,foco,S_CE
36,Lulu_1211,c_selecao_v5_wav/C_47A.wav,0.467275,0.623605,0.487535,n,4.91237,C_47,foco,C
37,Lulu_1211,c_selecao_v5_wav/C_5A.wav,0.604155,0.504715,0.544225,s,3.286015,C_5,foco,C
38,Lulu_1211,c_selecao_v5_wav/C_78A.wav,0.392445,0.366035,0.742715,n,1.918905,C_78,foco,E
40,Lulu_1211,c_selecao_v5_wav/C_94A.wav,0.317935,0.93548,0.600935,s,2.533385,C_94,foco,A_EC
44,Lulu_1211,c_selecao_v5_wav/C_144A.wav,1.67851,1.200155,0.68752,n,1.057005,C_144,foco,E
4,SEUNOME_0311,c_selecao_v1_wav/C_17A.wav,1.326535,0.73968,0.834185,s,5.11531,C_17,foco,C
6,SEUNOME_0311,c_selecao_v1_wav/C_79A.wav,0.36117,1.654945,1.33553,n,15.172495,C_79,foco,S_CE
13,SEUNOME_0311,c_selecao_v1_wav/C_118A.wav,0.586425,0.8231,1.40649,n,6.16832,C_118,foco,A_EC
15,SEUNOME_0311,c_selecao_v1_wav/C_59A.wav,0.27496,0.30365,0.645665,s,1.106665,C_59,foco,C
21,SEUNOME_0311,c_selecao_v1_wav/C_107A.wav,0.213275,0.901085,1.1965,s,1.873195,C_107,foco,C
23,SEUNOME_0311,c_selecao_v1_wav/C_32A.wav,0.294375,0.395975,0.94419,s,1.452665,C_32,foco,S_EC
25,SEUNOME_0311,c_selecao_v1_wav/C_54A.wav,0.42179,0.403915,0.40977,n,4.75122,C_54,foco,E
35,SEUNOME_0311,c_selecao_v1_wav/C_27A.wav,309,0.35385,0.366795,n,2.02199,C_27,foco,A_CE
36,SEUNOME_0311,c_selecao_v1_wav/C_43A.wav,0.45244,0.37375,0.321675,s,1.219935,C_43,foco,S_CE
37,SEUNOME_0311,c_selecao_v1_wav/C_1A.wav,0.285415,0.37051,0.490625,s,0.74273,C_1,foco,S_CE
38,SEUNOME_0311,c_selecao_v1_wav/C_74A.wav,0.42349,0.7044,0.3555,s,0.894315,C_74,foco,S_EC
40,SEUNOME_0311,c_selecao_v1_wav/C_96A.wav,0.36304,0.3415,0.33716,s,1.66976,C_96,foco,E
44,SEUNOME_0311,c_selecao_v1_wav/C_140A.wav,0.352465,0.49783,0.46409,s,1.38684,C_140,foco,S_EC
4,carla,c_selecao_v4_wav/C_14A.wav,0.85988,1.436995,1.321455,n,1.593545,C_14,foco,S_EC
6,carla,c_selecao_v4_wav/C_82A.wav,0.63635,1.83768,1.054105,n,1.12637,C_82,foco,A_EC
13,carla,c_selecao_v4_wav/C_115A.wav,1.305865,2.11794,3.15471,s,1.268335,C_115,foco,S_CE
15,carla,c_selecao_v4_wav/C_56A.wav,0.775905,1.516965,0.99283,s,0.635225,C_56,foco,S_EC
21,carla,c_selecao_v4_wav/C_104A.wav,0.455295,1.63483,0.924215,s,1.208205,C_104,foco,S_EC
23,carla,c_selecao_v4_wav/C_35A.wav,0.186295,0.88586,1.224525,s,4.383465,C_35,foco,C
25,carla,c_selecao_v4_wav/C_51A.wav,0.755285,2.077415,0.527775,n,0.68017,C_51,foco,A_CE
35,carla,c_selecao_v4_wav/C_30A.wav,1.28481,1.268875,0.407045,n,1.70758,C_30,foco,E
36,carla,c_selecao_v4_wav/C_46A.wav,0.37274,1.29212,0.84152,n,0.568205,C_46,foco,A_EC
37,carla,c_selecao_v4_wav/C_4A.wav,0.68614,1.106195,1.43772,n,0.78353,C_4,foco,A_EC
38,carla,c_selecao_v4_wav/C_77A.wav,0.50383,1.338635,0.64372,s,1.15501,C_77,foco,C
40,carla,c_selecao_v4_wav/C_93A.wav,0.936755,1.594525,0.32363,n,2.40016,C_93,foco,A_CE
44,carla,c_selecao_v4_wav/C_143A.wav,1.10616,0.85159,0.11705,s,1.053845,C_143,foco,C
